"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2005387540963164335","Sun Dec 28 21:17:02 +0000 2025","1","I've been waiting for this moment. Come here~","2005387540963164335","","","en","","1","0","0","https://x.com/undefined/status/2005387540963164335","1991387724369289216",
"2002638541730582585","Sun Dec 21 07:13:30 +0000 2025","0","Jour 18 : Vos personnages favoris avec un nom en R Nico Robin : (One Piece) Rei Ayanami : (Evangelion) Rukia Kuchiki : (Bleach) Rio Futaba : (Rascal Does Not Dream of Bunny Girl Senpai) https://t.co/KD4BRlksJ6","2002638541730582585","https://pbs.twimg.com/media/G8rNJAgWAAAIlO8.jpg","","en","","1","0","0","https://x.com/undefined/status/2002638541730582585","1149277740471914498",
"1999921205269397598","Sat Dec 13 19:45:00 +0000 2025","4","@VultureLeader @vincent_to13 @Littleshirokun7 @Inescapable99 @bondaplooza @gaglover23 I don't really know enough people on here who would be interested in this so I'll just show you mine here... Magik Nico Robin and Android 18. https://t.co/ykRm5x21qT","1999928560841380267","https://pbs.twimg.com/media/G8EsbU9XUAUj4py.jpg","VultureLeader","en","","0","0","0","https://x.com/undefined/status/1999928560841380267","1202751265735946242",
"1995508188863762706","Tue Dec 02 01:01:17 +0000 2025","2","@kunta_ A remake of this game should focus on female characters. - Nami (One Piece) - Nico Robin (One Piece) - Android 18 (Dragon Ball) - Sarada (Boruto) - Rukia (Bleach) - Noel (Black Clover) - Uraraka (MHA) - Yor and Anya (SxF duo unit) - Jolyne Kujo (JJBA Stone Ocean)","1995659501975077002","","kunta_","en","","0","0","0","https://x.com/undefined/status/1995659501975077002","1676112029877149697",
"1991238653922697425","Wed Nov 19 20:14:25 +0000 2025","41","Spain's top 5 players in the last 18 months (best &amp; most important not in order): -Oyarzabal -Merino -Fabian -Yamal -Cucurella Who would you add/change? Simon Nico Robin Pedri Olmo all great shouts. (In a reasonable space ppl can put fan bias aside...) https://t.co/mLbfKzLl11","1991238653922697425","https://pbs.twimg.com/media/G6JMYeZW4AApRft.jpg","","en","","0","6","2","https://x.com/undefined/status/1991238653922697425","519693374",
"1986562476507365703","Sat Nov 08 13:46:35 +0000 2025","0","@SHANKSTOPME When she will read back story of chopper Sanji trafalgar law it will make her sad but back story of Kuma nico robin will break her every last piece of heart.","1987154786433835183","","SHANKSTOPME","en","","0","0","0","https://x.com/undefined/status/1987154786433835183","989387303327076352",
"1986588274513879234","Fri Nov 07 00:15:28 +0000 2025","1582","nico robin bouncing for you more of this set in the usual place https://t.co/mh2VbmvquB","1986588274513879234","https://pbs.twimg.com/media/G5HHWv5asAAwgvs.jpg","","en","","1","2","193","https://x.com/undefined/status/1986588274513879234","1896031732429942784",
"1986534387228508254","Thu Nov 06 20:41:20 +0000 2025","2","i m still accepting invites for the 18+ dark friendly nico robin server. i do want to have a few events with some help. also im looking for a co-mod as well. https://t.co/xK5V4CBUw3","1986534387228508254","","","en","","0","0","0","https://x.com/undefined/status/1986534387228508254","1727708586757742593",
"1984659996462772590","Sat Nov 01 18:44:25 +0000 2025","5","@NewAgeCardKings Kuma - $25 Bonney - $16 Shirahoshi - $110 Shipped Koala (alt)- $14 Nico Robin - $20 Koala (leader) - $18 Usopp - $22 Gum Gum Jet - $15 Whole lot - $220 Shipped Shipping - $1 PWE (buyers risk) $5 BMWT (free over $50) Offers considered https://t.co/H0A7iNnxw0","1984693025918820670","https://pbs.twimg.com/media/G4sLyYpWYAExndj.jpg","NewAgeCardKings","en","","0","5","7","https://x.com/undefined/status/1984693025918820670","224865551",
"1983308269134459265","Wed Oct 29 00:47:56 +0000 2025","4","@TGNCards OP PRB-O2 and OP-12 Singles! Shirahoshi PRB 01 Alt - $105 Luffy SEC - $12 Gum Gum Jet Gatling - $15 Uso Hachi - $24 Marco - $16 each Mr.2 - $18 Each or all 3 for $49 Bonney SEC Alt - $16 Bonney SEC - $8 Each Nico Robin - $21 Koala Alt Leader - $20 Koala Alt - $14 Take the whole https://t.co/gtyCsC9WeW","1983334953724325999","https://pbs.twimg.com/media/G4Y4oGlW8AA80z6.jpg","TGNCards","en","","0","3","2","https://x.com/undefined/status/1983334953724325999","224865551",
